Link Type,Location Type,Title,Link,URL,PDF Size (bytes),Page Count,Text-based,Tagged,Notes,Equalify Scan Results
PDF,Page (ACF Field),Bruker-Nano Contour GT-K Optical Profilometer (Field: intro_text_body),https://ncf.uic.edu/wp-content/uploads/sites/819/2022/04/Bruker-Contour-GT-K-Optical-Profiler.pdf,https://ncf.uic.edu/bruker-nano-contour-gt-k-optical-profilometer/,1806790.0,15.0,TRUE,TRUE,Skipped: Only Equalify scan required,
PDF,News (ACF Field),"Tim Riecker (Founding Partner/Principal Consultant with Emergency Preparedness Solutions, LLC) (Field: intro_text_body)",https://www.fema.gov/sites/default/files/2020-05/CPG_101_V2_30NOV2010_FINAL_508.pdf,https://ready.uic.edu/news-stories/npm2021-sme-interview-timreicker/,1801635.0,124.0,TRUE,TRUE,Skipped: Only Equalify scan required,
PDF,Page (ACF Field),Dataphysics DCAT-25 Tensiometer (Field: intro_text_body),https://ncf.uic.edu/wp-content/uploads/sites/819/2022/04/Dataphysics-DCAT-25-Manual.pdf,https://ncf.uic.edu/dataphysics-dcat-25-tensiometer/,1778483.0,8.0,TRUE,TRUE,Skipped: Only Equalify scan required,
Box,Event (ACF Field),Responding to Environmental Injustice (Field: description),https://app.box.com/s/zf9m8s25vaclor7rcmfxd4mkejopjwb7,https://latinocultural.uic.edu/events/noche-de-poetas-responding-to-environmental-injustice/,1776832.0,1.0,TRUE,FALSE,No StructTreeRoot tag,
PDF,Event (ACF Field),2020-2021 Visiting Fellow Seminar: Gayatri Chakravorty Spivak (Field: description),https://huminst.uic.edu/wp-content/uploads/sites/412/2019/10/Spivak_Sex-and-History-in-The-Prelude-In-Other-Words-adn-title-page.pdf,https://huminst.uic.edu/events/2019-2020-visiting-fellow-gayatri-chakravorty-spivak-2/,1766904.0,30.0,TRUE,FALSE,No StructTreeRoot tag,
Box,News (ACF Field),SHARE WITH STUDENTS: AAAN and Ace are hiring Peer Success Coaches for this Fall! (Field: intro_text_body),https://uofi.box.com/s/a6m1udoevb2iqdbst2hlxakuexm2uc6i,https://advising-old.red.uic.edu/news-stories/share-with-students-aaan-and-ace-are-hiring-peer-success-coaches-for-this-fall/,1765915.0,1.0,TRUE,FALSE,No StructTreeRoot tag,
PDF,Page (ACF Field),Title IX Training Materials (Field: intro_text_body),http://sexualmisconduct.uic.edu/wp-content/uploads/sites/33/2020/08/HB-Title-IX-PowerPoint-Presentation-8-20.pdf,https://sexualmisconduct.uic.edu/education-and-training/title-ix-training-materials/,1754360.0,105.0,TRUE,FALSE,No StructTreeRoot tag,
Box,Page (ACF Field),Information for Inventors (Field: intro_text_body),https://uofi.box.com/s/iqjlw2krsb4suc0i9sh4u5y00td7co79,https://law.uic.edu/experiential-education/clinics/patent/inventors/,1743532.0,18.0,FALSE,FALSE,No StructTreeRoot tag,
PDF,Page (ACF Field),Safe Lifting and Moving in Health Care 2012 (Field: intro_text_body),https://illinois-erc.red.uic.edu/wp-content/uploads/sites/463/2019/04/Kaur-ppt.pdf,https://glcohs.uic.edu/continuing-education/safe-lifting-and-moving-in-health-care-conference/safe-lifting-and-moving-in-health-care-2012/,1740263.0,32.0,TRUE,TRUE,Skipped: Only Equalify scan required,
Box,Page (ACF Field),Local economies (Field: intro_text_body),https://uofi.box.com/s/6bb8rju8rmhtoq3qm8r2fn0krego3cwt,https://cued.uic.edu/research-2/research-page-6/,1738251.0,13.0,TRUE,FALSE,No StructTreeRoot tag,
PDF,Profile (ACF Field),"Clarno, Andy (Field: about)",https://soc.uic.edu/wp-content/uploads/sites/197/2018/07/Tracked-Targeted-0217-r.pdf,https://soc.uic.edu/profiles/andy-clarno/,1733736.0,16.0,TRUE,FALSE,No StructTreeRoot tag,
PDF,Profile (ACF Field),"Clarno, Andy (Field: about)",https://soc.uic.edu/wp-content/uploads/sites/197/2018/07/Tracked-Targeted-0217-r.pdf,https://blst.uic.edu/profiles/clarno-andy/,1733736.0,16.0,TRUE,FALSE,No StructTreeRoot tag,
PDF,News (ACF Field),Bloomberg covers new report by Beth Gutelius and Sanjay Pinto on working conditions at Amazon (Field: intro_text_body),https://cued.uic.edu/wp-content/uploads/sites/219/2023/10/Pain-Points_Final_Oct2023.pdf,https://cued.uic.edu/news-stories/bloomberg-covers-new-report-by-beth-gutelius-and-sanjay-pinto-on-working-conditions-at-amazon/,1730898.0,30.0,TRUE,FALSE,No StructTreeRoot tag,
PDF,Event (ACF Field),Mental Health and Comics (Field: description),http://dcc.uic.edu/wp-content/uploads/sites/245/2018/09/MENTAL-HEALTH-COMICS-1.pdf,https://dcc.uic.edu/events/mental-health-and-comics/,1720368.0,1.0,TRUE,TRUE,Skipped: Only Equalify scan required,
PDF,Page (ACF Field),TYKMA Electrox Laser Marking System (Field: intro_text_body),https://ncf.uic.edu/wp-content/uploads/sites/819/2022/05/TYKMA-Laser-Marker-User-manual.pdf,https://ncf.uic.edu/tykma-electrox-laser-marking-system/,1707639.0,9.0,TRUE,TRUE,Skipped: Only Equalify scan required,
Box,Event (ACF Field),the 24th annual UIC Chicago Latino Film Festival (Field: description),https://app.box.com/s/xrj001b0asd1uumku0u8arlzkb2ri9t7,https://latinocultural.uic.edu/events/the-24th-annual-uic-chicago-latino-film-festival/,1691569.0,1.0,TRUE,FALSE,No StructTreeRoot tag,
Box,Event (ACF Field),Earth Week: Environmental Justice for Puerto Rico (Field: description),https://app.box.com/s/8aztvxtz9symsaon5uvc12pfn8f65w4y,https://latinocultural.uic.edu/events/earth-week-environmental-justice-for-puerto-rico/,1679607,1,TRUE,FALSE,No StructTreeRoot tag,
Box,Event (ACF Field),Theater of the Oppressed: Unpacking the Im/migrant Journey (Field: description),https://app.box.com/s/qd815xwurhu74fifiyzeyobcqp4ulxy8,https://latinocultural.uic.edu/events/theater-of-the-oppressed-unpacking-the-im-migrant-journey/,1672115,1,TRUE,FALSE,No StructTreeRoot tag,
PDF,Page (ACF Field),Bruker-Nano Atomic Force Microscope (Field: intro_text_body),https://ncf.uic.edu/wp-content/uploads/sites/819/2022/04/Bruker-Dimension-Icon-Atomic-Force-Microscopy-Air-Scan.pdf,https://ncf.uic.edu/bruker-nano-atomic-force-microscope/,1671557.0,14.0,TRUE,TRUE,Skipped: Only Equalify scan required,
PDF,Page (ACF Field),The Pulse (Field: intro_text_body),http://sa.uic.edu/wp-content/uploads/sites/10/2018/04/Pulse-May-2017.pdf,https://sa.uic.edu/the-pulse/,1667286.0,4.0,TRUE,TRUE,Skipped: Only Equalify scan required,
Box,Event (ACF Field),LCC Affiliated Student Organizations’ Open House – Spring 2016 (Field: description),https://app.box.com/s/j14amjmtxpkstljcpcqlhwfzt81htm18,https://latinocultural.uic.edu/events/lcc-affiliated-student-organizations-open-house-spring-2016/,1662770,1,TRUE,FALSE,No StructTreeRoot tag,
PDF,Profile (ACF Field),"Siciliano, Lisa (Field: presentations)",https://lsri.uic.edu/wp-content/uploads/sites/345/2023/08/AERA-poster-Forts-w03.1-Lisa-Siciliano.pdf,https://lsri.uic.edu/profiles/siciliano-lisa/,1655996.0,1.0,TRUE,TRUE,Skipped: Only Equalify scan required,
Box,Page (ACF Field),Archives (Field: intro_text_body),https://uofi.box.com/v/2022SenateMtgMinutes,https://senate.uic.edu/documents-library/archives/,1654747.0,70.0,TRUE,TRUE,StructTreeRoot tag found,
Box,Event (ACF Field),Finals Week &amp; Relaxing Activities at the Latino Cultural Center (Field: description),https://app.box.com/s/wnibkg0rk6ajgahhg79486v9hiuhwqhd,https://latinocultural.uic.edu/events/finals-week-relaxing-activities-at-the-latino-cultural-center-2/,1651337.0,1.0,TRUE,FALSE,No StructTreeRoot tag,
Box,Event (ACF Field),"Men of Color, Mental Health &amp; Masculinity (Field: description)",https://app.box.com/s/2ujf14cpq6t51v64k3lnft7tnngh534a,https://latinocultural.uic.edu/events/men-of-color-mental-health-masculinity/,1647564.0,1.0,TRUE,FALSE,No StructTreeRoot tag,
PDF,Event (ACF Field),2020-2021 Visiting Fellow Seminar: Gayatri Chakravorty Spivak (Field: description),https://huminst.uic.edu/wp-content/uploads/sites/412/2019/11/gayatri-chakravorty-spivak-an-aesthetic-education-in-the-era-of-globalization.pdf,https://huminst.uic.edu/events/2019-2020-visiting-fellow-gayatri-chakravorty-spivak-2/,1646381.0,29.0,TRUE,TRUE,Skipped: Only Equalify scan required,
PDF,Event (ACF Field),LSRI and the Department of Educational Psychology present Dr. Randy Bennett (Field: description),https://lsri.uic.edu/wp-content/uploads/sites/345/2022/04/UIUC-SCRA-What-it-is-and-What-it-looks-like-1.pdf,https://lsri.uic.edu/events/lsri-and-the-department-of-educational-psychology-present-dr-randy-bennett/,1643405.0,53.0,TRUE,FALSE,No StructTreeRoot tag,
PDF,Page (ACF Field),CHW Resources (Field: intro_text_body),http://co-opchicago.red.uic.edu/wp-content/uploads/sites/682/2020/06/COOP-Facilitator-Final-06152017.pdf,https://co-opchicago.ihrp.uic.edu/chw-resources-2/,1596234.0,49.0,TRUE,TRUE,Skipped: Only Equalify scan required,
PDF,Page (ACF Field),Recursos (Field: intro_text_body),http://co-opchicago.red.uic.edu/wp-content/uploads/sites/682/2020/06/COOP-Facilitator-Final-06152017.pdf,https://co-opchicago-es.ihrp.uic.edu/chw-resources-2/,1596234.0,49.0,TRUE,TRUE,Skipped: Only Equalify scan required,
PDF,Page (ACF Field),HireTouch Job Aids (Field: intro_text_body),http://oae.uic.edu/wp-content/uploads/sites/32/2017/07/FacSearchWaiverAide.pdf,https://oae.uic.edu/ah/academic-hiring-process/hiretouch-job-aids/,1593541.0,19.0,TRUE,TRUE,Skipped: Only Equalify scan required,
PDF,News (ACF Field),The Great Cities Institute Releases Report with the Century Foundation’s Bernard L. Schwartz Rediscovering Government Initiative (Field: intro_text_body),https://greatcities.uic.edu/wp-content/uploads/2018/06/RevitalizingManufacturingChicago_Final.pdf,https://cuppa.uic.edu/news-stories/great-cities-releases-report-with-the-century-foundations-bernard-l-schwartz-rediscovering-government-initiative/,1588368.0,34.0,TRUE,FALSE,No StructTreeRoot tag,
Box,News (ACF Field),PROFESSIONAL DEVELOPMENT: Spring 2022 Advising Summit Follow-Up! (Field: intro_text_body),https://uofi.box.com/s/wpz5gdjqx72i8hija804fcs52zplzfx2,https://advising-old.red.uic.edu/news-stories/professional-development-spring-2022-advising-summit-follow-up/,1585747.0,7.0,TRUE,TRUE,StructTreeRoot tag found,
PDF,Page (ACF Field),States Look to Mobile Sports Betting for More Promising Revenue Collections (Field: intro_text_body),https://www.taxpolicycenter.org/sites/default/files/publication/157824/are_states_betting_on_sin-the_murky_future_of_state_taxation.pdf,https://gfrc.uic.edu/states-look-to-mobile-sports-betting-for-more-promising-revenue-collections/,1576878.0,61.0,TRUE,TRUE,Skipped: Only Equalify scan required,
Box,Page (ACF Field),Academic Research (Field: intro_text_body),https://app.box.com/s/l3hthgwofxevppbya3rdvj35ji33sfuv,https://latinocultural.uic.edu/programs/program-series/reimagining-masculinities-initiative/academic-research/,1575197.0,11.0,FALSE,FALSE,No StructTreeRoot tag,
PDF,News (ACF Field),Allen Smart MPH &#8217;95 (Field: intro_text_body),https://advance.uic.edu/wp-content/uploads/sites/7/2023/10/Five-Takeaways-From-IPs-New-Report-on-Giving-for-Rural-Communities-_-Inside-Philanthropy.pdf,https://advance.uic.edu/news-stories/allen-smart-mph-95/,1574716.0,5.0,TRUE,TRUE,Skipped: Only Equalify scan required,
PDF,Page (ACF Field),Classroom Scheduling Policy (Field: intro_text_body),https://provost.uic.edu/wp-content/uploads/sites/34/2017/08/170815-Classroom-Scheduling-Committee-Final-Report2.pdf,https://policies.uic.edu/uic-policy-library/academic-and-enrollment-services/classroom-scheduling-policy/,1563442.0,34.0,TRUE,TRUE,Skipped: Only Equalify scan required,
Box,Event (ACF Field),Electron Microscopy Core Seminar Series (Field: description),https://uofi.box.com/s/qtm6t9mdoqhemgnhp4gxiqzgft3t56m8,https://rrc.uic.edu/events/electron-microscopy-core-seminar-series-2-2/,1559922.0,3.0,TRUE,TRUE,StructTreeRoot tag found,
PDF,Page (ACF Field),CHW Resources (Field: intro_text_body),https://co-opchicago-es.ihrp.uic.edu/wp-content/uploads/sites/707/2020/06/COOP-Participant-Final-06212017.pdf,https://co-opchicago.ihrp.uic.edu/chw-resources-2/,1550023.0,19.0,TRUE,TRUE,Skipped: Only Equalify scan required,
PDF,Page (ACF Field),Recursos (Field: intro_text_body),https://co-opchicago-es.ihrp.uic.edu/wp-content/uploads/sites/707/2020/06/COOP-Participant-Final-06212017.pdf,https://co-opchicago-es.ihrp.uic.edu/chw-resources-2/,1550023.0,19.0,TRUE,TRUE,Skipped: Only Equalify scan required,
PDF,Event (ACF Field),Political Ecologies Reading Group (Field: description),http://huminst.red.uic.edu/wp-content/uploads/sites/412/2019/04/Jarvis-Climate-Change-4.pdf,https://huminst.uic.edu/events/political-ecologies-reading-group/,1546727.0,19.0,TRUE,FALSE,No StructTreeRoot tag,
PDF,Event (ACF Field),The Refugee Crisis: A Conference (Field: description),https://huminst.uic.edu/wp-content/uploads/sites/412/2019/08/Betts-and-Colllier-2017-Part-2.pdf,https://huminst.uic.edu/events/the-refugee-crisis-a-conference/,1544012.0,22.0,FALSE,FALSE,No StructTreeRoot tag,
PDF,Page (ACF Field),Raith Electron Beam Lithography (Field: intro_text_body),https://ncf.uic.edu/wp-content/uploads/sites/819/2022/04/Raith-100-Electron-Beam-Lithography.pdf,https://ncf.uic.edu/raith-electron-beam-lithography/,1540450.0,34.0,TRUE,TRUE,Skipped: Only Equalify scan required,
Box,News (ACF Field),SHARE WITH STUDENTS: COVID-19 Vaccine Uptake: Public Awareness Campaign Contest (Field: intro_text_body),https://uofi.box.com/s/68b079mfx3ji7zsu1xfo03ptpztpulvb,https://advising-old.red.uic.edu/news-stories/share-with-students-covid-19-vaccine-uptake-public-awareness-campaign-contest/,1537157.0,1.0,FALSE,FALSE,No StructTreeRoot tag,
Box,Page (ACF Field),Archives (Field: intro_text_body),https://uofi.box.com/v/2023SenateMtgMinutes,https://senate.uic.edu/documents-library/archives/,1529703.0,39.0,TRUE,TRUE,StructTreeRoot tag found,
PDF,Page (ACF Field),Beyond &#8220;Free College&#8221;: Understanding all the financial barriers to student access and success (Field: intro_text_body),https://www.clasp.org/sites/default/files/publications/2019/07/2019_leveragingpublicbenefits.pdf,https://gfrc.uic.edu/beyond-free-college-understanding-all-the-financial-barriers-to-student-access-and-success/,1518426.0,15.0,TRUE,TRUE,Skipped: Only Equalify scan required,
Box,News (ACF Field),SHARE WITH STUDENTS: More seats opened for Summer 2022 ITAL/MOVI 280! (Field: intro_text_body),https://uofi.box.com/s/npfxr4kdaddff24e523h11sj00oljtf9,https://advising-old.red.uic.edu/news-stories/share-with-students-more-seats-opened-for-summer-2022-ital-movi-280/,1515793.0,1.0,TRUE,FALSE,No StructTreeRoot tag,
Box,News (ACF Field),SHARE WITH STUDENTS: Public Policy Intercollege Transfer Session on 3/2 (Field: intro_text_body),https://uofi.box.com/s/usux3xrz8d7do3tiidobrw8v81jyi13n,https://advising-old.red.uic.edu/news-stories/share-with-students-public-policy-intercollege-transfer-session-on-3-2/,1514467.0,1.0,TRUE,TRUE,StructTreeRoot tag found,
PDF,Page (ACF Field),"Boone County Work, Mental Health, and Substance Use Study (Field: intro_text_body)",https://healthywork.uic.edu/wp-content/uploads/sites/452/2019/07/NACCHO-Healthy-Work-Boone-County-Presentation-2019.pdf,https://healthywork.uic.edu/boone-county-work-mental-health-and-substance-use-study/,1509531.0,31.0,TRUE,TRUE,Skipped: Only Equalify scan required,
PDF,Page (ACF Field),Infrastructure Policy: A Golden Age for the U.S.? (Field: intro_text_body),https://fas.org/sgp/crs/misc/RL30862.pdf,https://gfrc.uic.edu/infrastructure-policy-a-golden-age-for-the-u-s/,1509335.0,40.0,TRUE,TRUE,Skipped: Only Equalify scan required,
PDF,Event (ACF Field),The Refugee Crisis: A Conference (Field: description),https://huminst.uic.edu/wp-content/uploads/sites/412/2019/08/Betts-and-Colllier-2017-Part-1.pdf,https://huminst.uic.edu/events/the-refugee-crisis-a-conference/,1497188.0,22.0,FALSE,FALSE,No StructTreeRoot tag,
Box,News (ACF Field),SHARE WITH STUDENTS: Bachelor of Arts in Public Policy Info Session on 4/30! (Field: intro_text_body),https://uofi.box.com/s/9xkbpccas4s57742pv51mnlyzaxzlluw,https://advising-old.red.uic.edu/news-stories/share-with-students-bachelor-of-arts-in-public-policy-info-session-on-4-30/,1494992.0,1.0,TRUE,TRUE,StructTreeRoot tag found,
Box,News (ACF Field),PROFESSIONAL DEVELOPMENT: iAdvise Tip of the Week &#8211; Early Alerts are open now through Week 8! You can filter by alert type&#8230; (Field: intro_text_body),https://uofi.box.com/s/gvccc6vudp1sh8l0frqca2ip7o30genk,https://advising-old.red.uic.edu/news-stories/professional-development-iadvise-tip-of-the-week-early-alerts-are-open-now-through-week-8-you-can-filter-by-alert-type/,1482315.0,16.0,TRUE,TRUE,StructTreeRoot tag found,
Box,Event (ACF Field),Guest Lecture: Stranger in the Shogun’s City: From the Archive to the Page (Field: description),https://uofi.box.com/s/mgukyxj3noo8fcrz6k1ltrq1nhj6haon,https://lcsl.uic.edu/events/guest-lecture-stranger-in-the-shoguns-city-from-the-archive-to-the-page/,1482281.0,1.0,TRUE,TRUE,StructTreeRoot tag found,
PDF,Profile (ACF Field),"Harmanşah, Ömür (Field: about)",http://arthistory.uic.edu/wp-content/uploads/sites/422/2019/03/AH-522-Political-Ecologies-Syllabus.pdf,https://arthistory.uic.edu/profiles/harmansah-omur/,1481787.0,13.0,TRUE,TRUE,Skipped: Only Equalify scan required,
Box,News (ACF Field),SHARE WITH STUDENTS: Fall 2019 OT 360 &#8220;Promoting Wellbeing&#8221; Course being offered again! (Field: intro_text_body),https://uofi.box.com/s/i9buiiy7g086ry76lk8csb3qe305nj5g,https://advising-old.red.uic.edu/news-stories/share-with-students-fall-2019-ot-360-promoting-wellbeing-course-being-offered-again/,1467415.0,1.0,TRUE,FALSE,No StructTreeRoot tag,
PDF,Page (ACF Field),Varian Electron Beam Evaporator (Field: intro_text_body),https://ncf.uic.edu/wp-content/uploads/sites/819/2023/03/Varian-Electron-Beam-Evaporator-User-Manual.pdf,https://ncf.uic.edu/varian-electron-beam-evaporator/,1454148.0,12.0,TRUE,TRUE,Skipped: Only Equalify scan required,
PDF,News (ACF Field),Report By CUED&#8217;s Nik Theodore Cited In Earther Article (Field: intro_text_body),https://greatcities.uic.edu/wp-content/uploads/2017/11/After-the-Storm_Theodore_2017.pdf,https://cuppa.uic.edu/news-stories/report-by-cueds-nik-theodore-cited-in-earther-article/,1447934.0,20.0,TRUE,FALSE,No StructTreeRoot tag,
Box,Page (ACF Field),Academic Research (Field: intro_text_body),https://app.box.com/s/8ticn33b08nm08a4s2bivgm9qfugd22s,https://latinocultural.uic.edu/programs/program-series/reimagining-masculinities-initiative/academic-research/,1446588.0,11.0,TRUE,FALSE,No StructTreeRoot tag,
Box,Event (ACF Field),“Walk in my Shoes” Campaign – Student ACCESS Bill Launch (Field: description),https://app.box.com/s/gjw8qyf8ypv83tbuwfoke4znc2vkxqmx,https://latinocultural.uic.edu/events/walk-in-my-shoes-campaign-student-access-bill-launch/,1443833,1,TRUE,FALSE,No StructTreeRoot tag,
Box,Event (ACF Field),“Walk in my Shoes” Campaign – Painting the Path to ACCESS (Field: description),https://app.box.com/s/5o50ff386y9652ln0c8hl470hlfp9sph,https://latinocultural.uic.edu/events/walk-in-my-shoes-campaign-painting-the-path-to-access/,1443833,1,TRUE,FALSE,No StructTreeRoot tag,
Box,News (ACF Field),PROFESSIONAL DEVELOPMENT: Spring 2019 Advising Summit Documents available on advising-old.red.uic.edu! (Field: intro_text_body),https://uofi.box.com/s/u0uppgfas1y3si3jycfhgxgaye3pch0g,https://advising-old.red.uic.edu/news-stories/professional-development-spring-2019-advising-summit-documents-available-on/,1436263.0,24.0,TRUE,TRUE,StructTreeRoot tag found,
